restaurant,review,rating,date
PAI,"GENTLE FEEDBACK<br><br>PAI is always great when it comes to food, even with delivery. That’s why I’m still rating 4 stars because I believe today was unusual for PAI’s standards.<br><br>My partner and I ordered Pad Gra Prow through doordash. Today’s dish had couple prep issues: unpeeled whole garlic and a sprouted onion core. This is very unusual and the food was still excellent. I just thought it might be helpful for PAI to be aware.",4,01/17/2026
PAI,Amazing atmosphere. Feels like stepping into another country. Love how small and condensed everything feels. The food is definitely worthy. Highly recommend the shrimp chips and Khao Soi. Super great selection of food and drink.<br><br>I also personally thank our waitress for switching a drink with another one when we mistakenly ordered.<br><br>Highly recommend for anyone in the area,4,01/16/2026
PAI,Really enjoyed this restaurant.  Very busy so make sure you book!,5,01/13/2026
PAI,"Absolutely amazing food, great service. Very recommended",5,01/13/2026
PAI,"Great food, great atmosphere. You wouldn’t be able to tell you were in Toronto in the dead of winter other than the giant jackets people had to bring in.",5,01/13/2026
PAI,"We had 4 adults, a 8 year-old, a 3 year-old and 1 baby tonight. We were told there would be a fixed 20% tip we had to pay for a group more than 6 people. I doubt why a 3 year-old and a baby were counted as grown ups?!<br><br>It's only because my guests were here with us and they liked Thai food, that's why we still went ahead.<br><br>My husband and I felt very unfair and ridiculous about this policy that gratuity should be based on how happy we feel about the service but not the number of people. Also, we never been to a restaurant that dare to force customers to pay 20% of tips that a baby also counted as 1 customer. We will ever never go back to any Pai restaurants.",1,01/13/2026
PAI,Best Thai food in town,5,01/12/2026
PAI,Poor customer service,1,01/12/2026
PAI,"Omg the food was AMAZING!! Cute environment, friendly staff. You have to try it",5,01/11/2026
PAI,We went here for my friend'd 40 birthday and the food was amazing..worth the 30 mins wait,5,01/11/2026
PAI,"Excellent Thai spot all over. The place is generally packed so better make reservations or be there super early. The service is exceptional, food is delicious, and the vibe is super hip.",5,01/10/2026
PAI,Almost everything here is delicious 😋,5,01/09/2026
PAI,Always crowded. Waiting time long but worth for the food,5,01/07/2026
PAI,"Food was delicious, generous portions and came out fast.",5,01/07/2026
PAI,I tried Thai food and really liked it. The dishes were spicy and full of flavor. Everything was fresh and well cooked. I enjoyed the food and would like to try it again.,5,01/07/2026
PAI,Top tier. Thats it. Top tier.<br>We've been to both Kiin and Pai multiple times and the food never fails to leave us in awe,5,01/05/2026
PAI,"Excellent Pad Thai, Laab Salad, and Gree Curry. All perfect.",5,01/05/2026
PAI,"Great food and atmosphere! The food is definitely worth checking out, they've earned their ratings.",5,01/04/2026
PAI,"Walked in with a family of 4, service was very friendly and accommodating. Dishes were well seasoned and were not overly salty like other Thai places I’ve been too. I love their chilly sauce and would be back for more.",5,01/04/2026
PAI,"My favourite Thai spot to eat at in the GTA, food is always so fresh and the atmosphere is so lively and welcoming. The mango salad and pad Thai are 11/10 HIGHLY RECOMMENDED THIS PLACE IF YOU LIKE THAI <3",5,01/04/2026
PAI,"Great tasting food, excellent service. If you need to reserve a table do so at least a week in advance<br>Very flavorful dishes<br>Funky decor<br>Old school music softly  playing<br>playing, producing a great vibe",5,01/03/2026
PAI,"Pai never disappoints its jus the wait times. Dear Pai Management, dnt you think, given, you are sooooo popular that you SHOULD (MUST) expand...in DownTown TO!!!",5,01/01/2026
PAI,Great experience. The staff was excellent. The service was completely thumbs up. And the food was delicious.,5,12/31/2025
PAI,"Pai is a 10/10 experience. The food is absolutely outstanding, the cocktails are beautifully made and the vibe is very cool and unique. The pricing is great for a spot this awesome and everything on the menu looked fantastic. You really can't go wrong visiting Pai and enjoying their elevated Thai cuisine. Be prepared to wait if you don't have a reso but just know, it's 100% worth it!",5,12/31/2025
PAI,"Recommend this place to anyone that loves Thai food!  We came here for dinner and loved everything we ate.  I would advise to make a reservation way in advance as this place was packed with a line out the door on a weekend at around 6:00PM.  We didn’t have a reservation and for a party of two, we only had to wait about 15 - 20 minutes.<br><br>For apps we ordered the Thai Sausage, delicious and packed with flavor.  The Pad Gra Prow and Tom Yum soup were also excellent.  I recommend ending the meal with the classic Mango with Coconut Sticky Rice.  Comes with a big slice of mango on top sweet sticky rice.<br><br>Service was okay.  Our server seemed uninterested and very monotone.  She was a person of very few words.  At the beginning I asked where the restrooms were, she blankly stared back and said “I think they are over there.”  I thought to myself, those were very interesting choice of words.  She hardly checked on us and did not really interact with our table or the tables around us.  She spent most of her time talking and laughing with her fellow coworkers.<br><br>Thankfully the food was so good that it compensated for the lack of service.",4,12/31/2025
PAI,"Never disappoints. Best thai food across the GTA. My personal favourites are the Pad Sew Ew and Khao Soi. They’re saucy, spicy, and fragrant in their own ways. I get these almost every time I go haha",5,12/31/2025
PAI,"The chicken pad thai at Pai Downtown is outstanding! The noodles were perfectly cooked and the sauce hit that ideal sweet, savoury, spicy and tangy note without being overpowering. The chicken was tender and well-seasoned, and the dish was generously topped with crunchy peanuts and fresh herbs that added great texture and brightness. Every bite felt comforting yet elevated, staying true to authentic flavours while still feeling refined. Easily one of the best pad thais in the city and a must-order at Pai.",5,12/30/2025
PAI,"This will likely be an unpopular opinion, but figured I’d share a brief anecdote.<br><br>Pai was one of our favourite restaurants in the city, yet I haven’t been back since I got married at city hall. We booked a reservation in advance for my family and my wife’s (10 total). Told them it was our wedding lunch (during a weekday) and wanted to celebrate there since we had had several early dates there.<br><br>After arriving early, we had to wait 30mins past the time of our reservation, and upon being seated in a bad/tight location, we were told to be quick because it’s busy. Near the end of the meal the servers were trying to close us out to flip the table.<br><br>I get it’s Toronto, and it’s a popular spot, was just hoping for a bit more tact due to the occasion.<br><br>Food is awesome. I doubt this review will impact them at all.",4,12/30/2025
PAI,"Visited Pai during a trip to Toronto and I was pleasantly surprised.  The place was full and super lively, they have a great bar at the front so you can have a drink while you eait to be seated. The atmosphere was lively and friendly in a real Canadian way. And the food was really phenomenal and authentic. The oxtail was so delicious, the rice was fragrant, the salad super fresh. The drinks were amazing, the service was great. Nothing bad to say about this place.",5,12/30/2025
PAI,The food was delicious! Service was attentive! And the vibes were high. My favourite thing was the music though!! So perfect,5,12/30/2025
PAI,"Delicious Thai food, made even better by the warm and attentive staff.<br><br>We waited about an hour to be seated, and since it was a busy weekend lunch, service was a bit slow at first—getting water and placing our order took some time. Once things got going, though, the experience improved.<br><br>We started with the Thai chicken appetizer, which was excellent. Our server explained the sauces, which made trying new flavors much more enjoyable.<br><br>We ordered two main dishes, and overall the food was very good. My spouse mentioned it was the best Pad Thai he’s ever had. We’d love to come back and try more dishes, preferably at a quieter time.<br><br>At first, it seemed like there wasn’t a dedicated server per table, which felt a little unusual. However, any staff member passing by checked on us, and it actually felt convenient and welcoming.<br><br>The prices were slightly on the higher side, but the service helped make it feel worth it.",4,12/30/2025
PAI,Great dining experience. Food is superb! Staff are very accommodating and you can sense the positive vibes among them.,5,12/30/2025
PAI,"We came to Toronto for my birthday, and we chose to do my bday dinner here. We came in at 5:30 pm without reservations and the 3 of us got seated within 10 minutes! The music was bumping, the food was bomb, and the service was impeccable (thank you, Judy V!). I’ve been craving some good Thai food and I cannot recommend Pai enough.",5,12/29/2025
PAI,Definitely some of the best Thai food I've had in a very long time!<br><br>Husband and friend both got the Thai tea and really seem to like it. I tried it but it was fairly too sweet for me.<br><br>Mango Slaw was absolutely beautiful. It was so perfectly sweet savery and something I would finish up on my own without wanting to share it. But unfortunately your family style haha<br><br>Pad Thai was hands down some of the best I ever had. It really had some unique flavor to it and was the perfect amount of spicy (we asked for medium). So easy to just finish up a whole bowl of this.<br><br>No words to say about that Chicken Satay skewers. Most places make the chicken too dry when you get this saute but this was perfect! Actually juicy pieces of chicken and I have no idea how they do it. Outside of the usual peanut sauce there was also some other transparent liquid there and it was so even plain LOL.<br><br>Pad Gra Pow - My first time trying this and it was quite a delight. Rice was quite fresh and a really good amount of meat which was appreciated. Went perfectly well together with that egg on top.<br><br>The place itself has quite a nice aesthetic and we had almost a 40 minute wait time so I would recommend going early.,5,12/28/2025
PAI,"Great ambiance and decor, friendly service and outstanding food. Cocktails are on the sweeter side. The coconut sorbet is an absolute must have.",5,12/28/2025
PAI,"This place is so freaking good we went two days in the row. Amazing flavor, big portions, fast service at a very reasonable price points. Hats off to this crew, absolutely amazing!",5,12/28/2025
PAI,"Omg! My wife recommended this place and Wow! It did not disappoint. We got everything we ordered within 12 minutes (not exaggerating, except for dessert because it came later of course). It felt like we had a different staff member each time checking in on us. The food was delicious, my favourite was the garlic tofu crispy on the outside & chewy on the inside. The desert Thai tea sorbet so delicious in itself but the coconut puces were the cherry on top. Perfect for a date or for groups. Will be back next time we’re in town. Thank you to the whole staff & happy holidays!!",5,12/28/2025
PAI,"My fav place for thai food in downtown toronto. Everything we go here, our experience is amazing 👏 🤩 ✨️",5,12/28/2025
PAI,The food is very good and the service is excellent. The price is just. I recommend this place to have a nice family dinner. The food portions are big so I recommend that you arrive hungry.,5,12/28/2025
PAI,HIP HOP BROCKLIE BEEF. YA. TOP 5 RESTAURANTS IV EVER EATEN @,5,12/28/2025
PAI,"First dinner in Toronto. Showed up without reservation and been on waitlisted for 25 min. Ordered chicken satay as an appetizer and it came after the main meal…food was good, and vibe is great (louder than normal Thai restaurant). Make a reservation instead of showing up like me.",4,12/27/2025
PAI,Very tasty and very nice people,5,12/27/2025
PAI,Please be polite with DoorDash and uber drivers,2,12/27/2025
PAI,"An incredible place to eat, feel cozy and get a true Thai experience. I had first heard of this place when I read an interview with Guillermo Del Toro about what restaurants he likes to eat at when in Toronto. Because of his star studded recommendation, I knew I had to try it. It is a Michelin rated restaurant and for good reason. I tried to get a reservation but they are completely booked for all of September and probably a lot of January. Because of this, we knew we had to get there early, maybe even before they open to avoid the average 20-40 minute wait times.<br><br>We got there at 3:45, there were already three groups of people ahead of us. At 3:55pm, the line grew very long on both sides of the door and until we left around 5:30pm, the waiting area was full, and people had not stopped coming through the front door the entire time we were there.<br><br>The staff are all extremely warm and welcoming. Every person we interacted with from the first person who greeted us, to the next person who sat us, to the person who brought us our drinks to our server, every one gave a smile and had a warm tone. This was a distinction that truly made me feel welcome and as though they were truly happy we were there.<br><br>The food came out so hot and deliciously flavourful. we started with some green tea which came in a traditional cast iron pot. It was so rich with history that it set the tone for the evening. Then we got the pork skewers and they were the best skewers I’ve ever had. The sauce was sweet, savoury and perfectly sticky complete with a fire roasted char that took them over the edge. I would have kept eating these all night. We each got a different main dish and they were amazing, however, we decided that we have to come back to try more of the smaller plates and share. It seemed as though that is what every table around us was doing and because of the extensive menu, we know we have to come back to do the same.<br><br>We got the Thai Spicy pad Thai and my husband said it was the best pad Thai he’s ever had in his life. He also started sweating when he finished his meal but he said his mouth was not on fire! I got the showstopper coconut noodle dish with the fried noodles that come standing up and it was awesome. If you like the island flavour of coconut this dish is for you. The Green curry was superb. Exceptionally flavourful and balanced. I think serving the sticky rice in a tied banana leaf is truly a beautiful touch that really added to the experience.<br><br>Honestly, this was an exceptional place through and through. Cannot wait to be back to try the rest of the amazing dishes. It definitely gave the impression that anything you order here is going to be amazing!!",5,12/26/2025
PAI,It was crazy busy but some of the folks handling those waiting for tables could use lessons in being  courteous.,3,12/25/2025
PAI,"In 2025, I’ve been trying foods from different countries and cities, and on my food spree I went to Pai to try some Thai cuisine. As far as I can remember, I ended up having the worst meal of 2025 there. That experience actually made me really grateful for all the amazing food I’d eaten throughout the year from China, Japan, Korea, the Middle East, and more.<br>At one point, I had started to think that food was always good or super good, and that the kind of food that makes you say “yuckk 🤢” didn’t really exist anymore. That was true right up until I tried the dish in the photos I had in Pai.",1,12/24/2025
PAI,"There was a short wait when I visited. I had high expectations since it’s a Michelin restaurant. The food was good, but I didn’t really feel there was anything special compared to regular restaurants. The Pad Thai was tasty, as it’s one of their signature dishes. The curry was surprisingly delicious — I didn’t expect it to be that good. We were three people and shared three dishes, which was just the right amount of food. However, I didn’t feel very comfortable when the staff directly asked us to leave the table right after we finished eating since there were people waiting.",5,12/24/2025
PAI,Amazing food and atmosphere. I’ll definitely go back.,5,12/24/2025
PAI,Food has been 10/10 each time but service is too fast I don’t even get time to finish my starter and the main is already there,4,12/21/2025
PAI,"My go to restaurant for some wholesome and tasty Thai food, Chef’s special pad Thai is to die for and do not forget to try their Thai iced tea",5,12/21/2025
PAI,"PAI is one of Toronto’s most popular spots for Thai cuisine and is a must-visit for tourists who enjoy bold flavors and lively atmospheres. The restaurant is usually busy, which adds to its energetic and authentic feel.<br><br>The menu offers a wide variety of well-balanced dishes, beautifully presented and full of color, making it very photo-friendly. The interior design is cozy and vibrant, with warm lighting that works well for food photography, especially in the evening.<br><br>Service is efficient and friendly despite the crowds. Waiting times can be long during peak hours, but the experience is well worth it.<br><br>Overall, PAI delivers consistently excellent food and a fun dining experience that represents Toronto’s diverse food scene very well.",5,12/21/2025
PAI,Hands down the best Pad Thai I’ve ever eaten.,5,12/21/2025
PAI,Service is great! Signature plate are definitely worse a try,4,12/20/2025
PAI,"There is a reason why PAI gets so busy and packed at all hours of the day. Their food is just THAT good.<br><br>This is one of the best spots in Toronto for Thai food. Even for drinks this spot is great!! They have vegan and vegetarian options, also non alcoholic drinks as well. The Thai latte was so good. It’s honestly my new favourite drink. It reminds me of masala chai. So good!!!!<br><br>If you havnt been to PAI yet, definitely put it on your list. It’s a must! But make sure to make reservations or be ready to wait around 10 min for a table because it’s so busy here. The bathrooms were clean, lots of spots to sit inside, decor was so cute, waiters were very friendly and accommodating, prices were reasonable. Atmosphere was great here, I would definitely come again.",5,12/19/2025
PAI,"This Thai restaurant is a true gem. From the moment you walk in, you’re greeted with warm, friendly service and a cozy, inviting atmosphere. The food is outstanding—fresh, flavorful, and perfectly balanced. The Pad Thai was rich and savory, the curry was fragrant with just the right amount of spice, and the ingredients tasted incredibly fresh. Portions were generous, prices were reasonable, and everything came out quickly. Whether you’re a fan of classic Thai dishes or trying something new, this place delivers every time. Highly recommend and will definitely be coming back!",5,12/18/2025
PAI,Best Thai ice cream!,5,12/18/2025
PAI,One of my favourite places for Thai. Their pad gra prow is about as authentic as you can get outside of Thailand.,5,12/16/2025
PAI,The food is always incredible no matter what you get and the price for the food in unbeatable.<br><br>Service really can be depending on the day. I've had great ok service and really bad service. It is just the luck of the draw...,5,12/16/2025
PAI,The place is always packed to the brim which is of course very well deserved with the amazing food and excellent service. Portions are generous in size and the appetizers are the star of the show. Do line up early as there is always a wait!,4,12/15/2025
PAI,"Food is great and consistent, if a bit pricey. Love the Pad Thai, Pad See Ew and Coconut-topped Pandan chiffon. Staff are always busy because the place gets quite full. Expect a bit of wait.",5,12/14/2025
PAI,"We had green curry and mango sticky rice, symphony of flavors in my mouth. Outstanding!!",5,12/13/2025
PAI,"Food was not as good as expected. I remember years ago, I really enjoyed Pad thai at PAI.. maybe I should have ordered pad thai to be safe. Kao soi wan’t warm enough, and panang curry was too salty to my taste (I usually eat quite salty.. but this was too much). And it was too loud to enjoy conversation.",3,12/13/2025
PAI,Food and service were good. No complains!<br><br>But the seating space was tight and the seats were good to accommodate slim people.<br><br>The owners shall work on making the seating arrangement wide and better.,4,12/13/2025
PAI,Had a wonderful meal with friends. The food was delicious and savoury. The service was excellent. I would recommend any time.,5,12/13/2025
PAI,First time there. Won't be there last time. Great food and awesome staff. As busy as they were service was fast and super friendly.,5,12/13/2025
PAI,"Great food, wonderful servers and great atmosphere where its not too loud to hear your table partners!",5,12/12/2025
PAI,"Just go! I usually travel to Orillia for phenomenal thai food but Pai I think blew them out of the water! Everything tasted just like it did when I toured Thailand.  Great staff, lovely atmosphere & delicious fare & bevies!",5,12/12/2025
PAI,It's a nice cozy place with great vegan /vegetarian food.,4,12/12/2025
PAI,"Came here for lunch before heading to a show at the Princess of Wales. The restaurant opened at 11:45am, and it was already so packed by the time we arrived at 12:00pm. We ordered three dishes (shrimp tom yum soup, pork laab salad, and beef pad see ew), and service was quick. Food could've been served hotter. The tom yum was flavorful and the perfect amount of tartness. The laab salad lacked herbs and toasted rice powder, and the pad sew ew lacked that smokey wok flavour. Overall, very mid meal. I'll probably not be back given how many really good Thai options have popped up in the city in the last few years.",2,12/11/2025
PAI,"PAI is amazing! The food is full of flavour, the service is quick and friendly, and the atmosphere is warm and lively. One of my favourite places in downtown Toronto.I definitely recommend this place 10/10",5,12/10/2025
PAI,"Since I have moved to Toronto 5 years ago, PAI has been the most referenced restaurant in the city. It seems like when anyone asks for a food recommendation downtown, ""Have you been to PAI?"" is always part of the response. I've been there quite a few times in the past few years, and although I hate what hype does to the perception and expectations we have of food, I have to admit everything on their menu is pretty damn good. A few of my personal favorites are the spring rolls, the signature pad thai, the green curry, and the mango sticky rice.<br><br>Although the food is really good, the price is also up there. For one appetizer and two mains, our latest lunch there cost around $85, including 15% tip and tax. I'd imagine most people don't want to pay $40+ for one and a half spring rolls and a pad thai. PAI also always has a line. You should expect to wait at least 15–20 minutes no matter the time. That's obviously not their fault, and is actually a testament to their success, but the wait should definitely still be mentioned. Khao San Road is a good option nearby for the same quality, but you might also have to wait a bit. Bangkok Queen Thai Street Food is a bit further, but also pretty solid and is never busy.<br><br>All in all, PAI is a must-try for Thai food lovers, but isn't worth more than 25 minutes of wait IMO, and is way too pricey.",4,12/09/2025
PAI,It was not the best thai food!,4,12/09/2025
PAI,"Super Thai food, nothing to say, just enjoy!",5,12/09/2025
PAI,"Loved the vibe and loved the food! We came by on a Saturday night around 5:30PM and only waited 10 min for a table. The main dining area is very cramped and loud, but luckily we were seated in the ""market"" area which was nicer and calmer. The ""same same"" area looked inviting too. Our server EJ was amazing from beginning to end. He was super attentive, kind and had a great sense of humour. The cocktails were delicious!! We ordered the bengal leaf wrap appetizer which was presented beautifully and super fresh. We also shared the pad see ew and oxtail in tomato broth with rice. Everything was incredible. Food came quickly even though the restaurant was busy. We were celebrating a belated birthday and EJ brought a complimentary mango ice cream! It was a great dining experience!",5,12/08/2025
PAI,I dont even know to write this review lol they made everyone who do have any reservations to leave due to an emergency we asked them why what type of emergency they never us what was the reason,2,12/07/2025
PAI,"PAI is outstanding! I try a couple thai spots in almost every city I go to and this place takes the cake for Toronto! 😋<br><br>The Papaya salad was among the best I’ve ever had. Also ordered the green curry,  fritters, and pad thai —all fantastic too. 5/5<br><br>Atmosphere was quite nice n vibey. People were lovely. My only regret is not coming here earliier",5,12/06/2025
PAI,"Tasty with room for improvement!<br><br>Went here based on good reviews and supposedly one of the best Thai in the city.<br><br>I had only one dish, Khao Soi and it my first time trying it, but I had plenty of Thai before.<br><br>So good:<br>Taste and smell. 8/10<br>The food was really good. Aroma, balance of flavours, tons of umami. It was definitely not “Thai spicy”, but the balance was right and it tasted delicious.<br>They do provide heat on the side, but that would ruin the balance.<br>Curry/soup should be a bit thicker and a more noodles. Beef was dry-ish.<br>Still, it was a great dish that I truly enjoyed and would love to eat again.<br><br>Bad: atmosphere/service. Feels more like a brown pub. Even with Christians decorations. I rarely care about “atmosphere”, but this was to sad.<br>Service was OK. Took order, gave me food, gave me check. Proposed tip starts at 18%.<br><br>The ugly:<br>Food came out super quickly, but was lukewarm. It was definitely standing on the counter for at least 10 minutes (wrongly prepared for someone else?).<br>Crispy things were all soggy.<br>I decided not to send it back, but was close to ask to at least microwave it for me.<br><br>The price after tax and tip was about 30$ for one dish. At this price, you MUST be able to serve hot food.<br><br>Fix those issues (easy fix tbh) at it would be a 5* place.<br><br>I keep it on my Thai list, but won’t returning anytime soon, I’ll give a shot to other places first.",3,12/05/2025
PAI,wow the food was just amazing,5,12/04/2025
PAI,Loved the Coconut Dessert and Pad thai!,5,12/03/2025
PAI,"The food is superb. You cannot go wrong with any item here. Loved the crispy prawn starter, khau soi, the crispy pork dish and more. The walk in took 40 minutes on a week day. Would highly recommend making reservations.",5,12/03/2025
PAI,The atmosphere of this place is really cozy and nice but is very crowded. I had to be wait listed at 2pm for 20 minutes but that wasn’t an issue for me. The food is genuinely immaculate. I got three dishes and all of them were unique and delicious in its own way. The servers were all very nice and pretty quick. The bathroom was clean.<br>Overall I would definitely make a stop here if you are into Thai food.,5,12/02/2025
PAI,"We had to wait about 25 minutes for a table on a busy Saturday evening. Food was good, but we have enjoyed other Pai locations more. We especially like the Som Tum Tad (salad). It would've been a a better vibe if it were quite so busy. There was even a line for the Ladies' room.",4,12/02/2025
PAI,"We had beef Pad Thai and beef Khao Soi, and both were delicious, but the Pad Thai was the standout for me!  I would definitely come back just for that. The atmosphere was warm and inviting, and the service was friendly and attentive. Overall, a great experience at this Michelin Guide–featured Thai restaurant!",5,12/02/2025
PAI,Food is really good. Service is quick and atmosphere is nice. Would recommend making a reservation in advance.,5,12/01/2025
PAI,Amazing place with food that doesn’t disappoint. The whole restaurant has a very unique vibe to it which me and my wife loved. 10/10 would recommend!,5,12/01/2025
